name,tipo,centralidad_grado,centralidad_eigen,centralidad_intermediacion,centralidad_cercania,componente
C-415,evento,3,0.0045878803,1655.6909048868,355.5738095238,2
C-416,evento,6,0.0105471939,2718.4118823792,382.9543650794,2
C-417,evento,6,0.0001742023,3249.7672610195,347.6718253968,2
C-418,evento,6,0.0001742023,3249.7672610195,347.6718253968,2
C-419,evento,6,0.0001742023,3249.7672610195,347.6718253968,2
C-420,evento,3,0.0213511551,1695.8758093435,382.5123015873,2
C-421,evento,7,0.0066092683,10619.7984168249,402.9976190476,2
C-422,evento,3,0.1128790681,1599.2935909721,355.7170634921,2
C-423,evento,3,0.0026011374,189.7061709572,311.2916666667,2
C-424,evento,3,0.0040400751,227.7706428413,306.7222222222,2
C-425,evento,5,0.0008530223,3794.1360575568,334.8884920635,2
C-426,evento,5,2.11184182400139E-05,6448.0649690717,268.3182539683,2
C-427,evento,3,0.0067185479,947.4533667236,400.1976190476,2
C-428,evento,4,0.1148618984,1917.7195068444,361.7694444444,2
C-429,evento,7,5.43575676770597E-05,9579,246.2131673882,2
C-430,evento,3,0.0065269763,993.4920865212,359.3742063492,2
C-431,evento,4,5.85397709812541E-05,3890.4889909261,316.0587301587,2
C-432,evento,3,0.1144796244,318.7195068444,361.1027777778,2
C-433,evento,4,6.14275679543409E-18,45.125,11.8333333333,6
C-434,evento,3,0.1144796244,318.7195068444,361.1027777778,2
C-435,evento,4,5.91513188782002E-05,2231.9734996197,316.0587301587,2
C-436,evento,5,0.1152467339,3515.7195068444,362.4361111111,2
C-437,evento,3,0.1128790681,1599.2935909721,355.7170634921,2
C-438,evento,4,0.0070826922,1250.6797609321,364.1432539683,2
C-439,evento,3,5.03298352848233E-05,1664.2028438101,307.1742063492,2
C-440,evento,4,1.93365171283783E-07,3615.2321021745,227.3894660895,2
C-441,evento,4,0.000036151,3508.1768665556,305.8884920635,2
C-442,evento,17,0.0041684418,49242.7516210357,407.5575396825,2
C-443,evento,3,0.0001729902,1640.0980950127,277.5341269841,2
C-444,evento,5,0.1500108547,10620.0128007997,405.4,2
C-445,evento,7,0.0001935634,3060.9381211887,347.3055555556,2
C-446,evento,5,0.1301357575,16788.6086527974,419.1976190476,2
C-447,evento,6,8.20255717208368E-05,663.3314652795,314.1575396825,2
C-448,evento,4,0.0190676357,10021.9999657061,392.4956349206,2
C-449,evento,3,0.0001093943,1613.9002062779,253.407034632,2
C-450,evento,4,0.0002672262,4553.9507665291,349.1341269841,2
C-451,evento,8,0.0002301164,4066.8908923655,352.3944444444,2
C-452,evento,8,0.0002301164,4066.8908923655,352.3944444444,2
C-453,evento,9,0.0002308848,5665.8908923656,353.0611111111,2
C-454,evento,5,0.0018128912,11843.3187389821,354.7162698413,2
C-455,evento,6,0.0028276186,7985,378.4071428571,2
C-456,evento,10,0.001857361,23351.4907977375,394.3452380952,2
C-457,evento,12,0.0046573843,47631.3363895866,422.6095238095,2
C-458,evento,5,0.0217166925,3924.2269531541,383.8456349206,2
C-459,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-460,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-461,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-462,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-463,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-464,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-465,evento,8,0.1523959242,16330.8017910655,415.8476190476,2
C-466,evento,3,0.1128790681,1599.2935909721,355.7170634921,2
C-467,evento,4,0.0003274613,3951.9180464972,324.5,2
C-468,evento,6,1.24088721143347E-05,7778.1884269324,281.8238095238,2
C-469,evento,5,5.57807665877982E-05,6390,258.2252886003,2
C-470,evento,5,0.1290518031,3921.1436671805,392.5801587302,2
C-471,evento,5,0.0167658562,6494.0494846749,355.4984126984,2
C-472,evento,4,0.1132572603,3197.2935909721,356.3837301587,2
C-473,evento,4,0.1141440803,4339.1288032682,357.7075396825,2
C-474,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-475,evento,3,0.128137005,1153.0665506612,391.2468253968,2
C-476,evento,3,0.128137005,1153.0665506612,391.2468253968,2
C-477,evento,6,0.1498217137,4494.4106280437,383.3055555556,2
C-478,evento,4,0.1495216336,450.3143984577,381.9722222222,2
C-479,evento,4,0.1484399814,1834.3506326487,381.9722222222,2
C-480,evento,6,0.0434861054,17606.740029913,437.5285714286,2
C-481,evento,4,0.1489373175,1034.3506326487,381.9722222222,2
C-482,evento,3,0.0157418992,9917.5356162319,352.6984126984,2
C-483,evento,7,0.0218036758,7428.339319491,385.178968254,2
C-484,evento,4,0.1499437439,634.1006326487,381.9722222222,2
C-485,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-486,evento,4,0.1489373175,1034.3506326487,381.9722222222,2
C-487,evento,4,0.1499437439,634.1006326487,381.9722222222,2
C-488,evento,11,0.1715265902,19310.9267898562,439.5948412698,2
C-489,evento,4,4.14616996502667E-18,6,4,11
C-490,evento,5,0.1504444408,2233.1006326487,382.6388888889,2
C-491,evento,4,0.0010381865,210.9645908194,280.166955267,2
C-492,evento,4,0.0010381865,210.9645908194,280.166955267,2
C-493,evento,8,0.0219379436,18991.8567165012,392.3837301587,2
C-494,evento,5,0.114031502,7438.5870396106,359.1408730159,2
C-495,evento,12,0.1366097514,49821.5047706288,455.3666666667,2
C-496,evento,4,0.0202517572,3746.2537450639,393.3075396825,2
C-497,evento,3,0.128137005,1153.0665506612,391.2468253968,2
C-498,evento,3,0.0202062231,2773.5993725017,395.1265873016,2
C-499,evento,4,0.1499437439,634.1006326487,381.9722222222,2
C-500,evento,3,0.1128790681,1599.2935909721,355.7170634921,2
C-501,evento,8,0.0022277745,35747.5504495322,380.1186507937,2
C-502,evento,3,0.128137005,1153.0665506612,391.2468253968,2
C-503,evento,3,0.1128790681,1599.2935909721,355.7170634921,2
C-504,evento,4,0.1504495245,554.3506326487,381.9722222222,2
C-505,evento,4,0.1504495245,554.3506326487,381.9722222222,2
C-506,evento,4,0.1504495245,554.3506326487,381.9722222222,2
C-507,evento,4,0.1504495245,554.3506326487,381.9722222222,2
C-508,evento,4,0.1504495245,554.3506326487,381.9722222222,2
C-509,evento,4,5.17526348804386E-18,6,4,8
C-510,evento,7,0.0167312014,22657.4295769005,358.801984127,2
C-511,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-512,evento,3,0.0001123343,14950.2418447368,333.0531746032,2
C-513,evento,7,0.0370086398,13057.6941477545,381.4535714286,2
C-514,evento,5,0.0162408676,8140.7862043692,377.3150793651,2
C-515,evento,3,0.0366792446,2253.8068396529,369.8376984127,2
C-516,evento,5,0.0010376114,3387.2870345749,296.1265873016,2
C-517,evento,4,0.1495116009,9021.0128007997,404.7333333333,2
C-518,evento,3,0.128137005,1153.0665506612,391.2468253968,2
C-519,evento,6,4.24708816967237E-05,6420.7372273649,255.6693362193,2
C-520,evento,4,0.1484399814,1834.3506326487,381.9722222222,2
C-521,evento,3,9.3021783125355E-18,10.3333333333,6,10
C-522,evento,3,0.128137005,1153.0665506612,391.2468253968,2
C-523,evento,5,6.02100979241584E-18,27.3333333333,7.3333333333,10
C-524,evento,4,0.0001217467,4794,254.7329365079,2
C-525,evento,7,0.0376346526,6482.9771258922,374.2757936508,2
C-526,evento,4,0.1285648842,2752.0665506612,391.9134920635,2
C-527,evento,5,0.1491976467,4593.0122005026,389.7488095238,2
C-528,evento,6,0.0372175433,4498.3142432435,366.0273809524,2
C-529,evento,4,0.1484399814,1834.3506326487,381.9722222222,2
C-530,evento,5,0.1489373175,3432.3506326487,382.6388888889,2
C-531,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-532,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-533,evento,3,5.51174082980976E-18,3,3,18
C-534,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-535,evento,5,0.0360942424,22716.8097745324,380.9452380952,2
C-536,evento,3,0.128137005,1153.0665506612,391.2468253968,2
C-537,evento,3,0.128137005,1153.0665506612,391.2468253968,2
C-538,evento,3,0.0357871244,1610.9449017733,356.9174603175,2
C-539,evento,4,0.0207400728,2581.5482903084,397.1551587302,2
C-540,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-541,evento,3,0.1128790681,1599.2935909721,355.7170634921,2
C-542,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-543,evento,4,0.1484399814,1834.3506326487,381.9722222222,2
C-544,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-545,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-546,evento,4,0.0190560506,4857.3899529032,391.7123015873,2
C-547,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-548,evento,5,3.01286141696633E-18,27.3333333333,7.3333333333,10
C-549,evento,3,0.128137005,1153.0665506612,391.2468253968,2
C-550,evento,3,0.128137005,1153.0665506612,391.2468253968,2
C-551,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-552,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-553,evento,3,0.128137005,1153.0665506612,391.2468253968,2
C-554,evento,4,0.1484399814,1834.3506326487,381.9722222222,2
C-555,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-556,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-557,evento,4,0.1484399814,1834.3506326487,381.9722222222,2
C-558,evento,3,0.000024385,2130,256.4563492063,2
C-559,evento,5,0.0410509505,5418.104919933,391.3472222222,2
C-560,evento,3,0.128137005,1153.0665506612,391.2468253968,2
C-561,evento,6,0.1517365151,30751.3852213595,441.7047619048,2
C-562,evento,3,0.1132585274,798.7935909721,355.7170634921,2
C-563,evento,4,0.1484399814,1834.3506326487,381.9722222222,2
C-564,evento,5,7.59787721007725E-05,6390,258.0825036075,2
C-565,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-566,evento,4,0.1136367239,2397.7935909721,356.3837301587,2
C-567,evento,6,0.0675270664,7324.9139135415,408.6805555556,2
C-568,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-569,evento,7,8.16518731547547E-05,3462.1810559858,314.8242063492,2
C-570,evento,7,0.0001168469,3973.9953499943,333.4507936508,2
C-571,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-572,evento,3,0.128137005,1153.0665506612,391.2468253968,2
C-573,evento,6,8.13792186449199E-05,1864.1810559858,314.1575396825,2
C-574,evento,7,8.1651873154767E-05,3462.1810559858,314.8242063492,2
C-575,evento,6,0.0074273338,6189.7381242951,404.8619047619,2
C-576,evento,5,0.0046187263,4850.6909048868,356.9071428571,2
C-577,evento,16,0.0002689354,16529.5909232449,350.1234126984,2
C-578,evento,4,2.44666529133125E-05,3727.9999999999,257.123015873,2
C-579,evento,3,0.000024385,2130,256.4563492063,2
C-580,evento,5,5.61380829711778E-05,6390,301.0392857143,2
C-581,evento,3,6.24728975453398E-18,23.125,11.1666666667,6
C-582,evento,3,0.1128790681,1599.2935909721,355.7170634921,2
C-583,evento,3,3.49520683341638E-05,3197,263.2103174603,2
[a favor] 100 obreros de lexmark despedidos entre miércoles y jueves por participar en un paro junto con otros 600 trabajadores se les paguen los sueldos devengados y los aguinaldos,demanda,1,2.90352038031875E-06,0,253.5178571429,2
[a favor] 1200 espacios en la universidad michoacana,demanda,1,1.40676415652571E-06,0,219.4912698413,2
[a favor] 200 espacios en la universidad,demanda,1,1.4114774063953E-06,0,219.7412698413,2
[a favor] 500 millones de pesos para resolver necesidades elementales del sistema educativo local,demanda,1,0.0025110907,0,301.4607142857,2
[a favor] abajo la reforma educativa,demanda,1,0.0004284817,0,316.3988095238,2
"[a favor] abolir el consejo para la prevención y la atención integral de la obesidad y los trastornos alimentarios en el distrito federal, iniciando con el retiro del representante de la empresa trasnacional coca cola",demanda,1,2.0888669700896E-06,0,256.2694444444,2
[a favor] abrogación de la reforma educativa,demanda,84,0.6143639757,120455.074232404,483.3107142857,2
[a favor] abrogación de la reforma educativa y en rechazo a las reformas energética y fiscal,demanda,1,0.0065119759,0,283.5607142857,2
[a favor] abrogación de las reformas estructurales,demanda,1,0.0002404768,0,317.0984126984,2
[a favor] abrogación de los artículos 3 y 73 constitucionales (reforma educativa),demanda,2,0.0019915841,43.6989568137,318.6158730159,2
"[a favor] abrogación de todas las reformas estructurales, en particular la reforma educativa",demanda,1,0.0078809953,0,344.7392857143,2
[a favor] abrogación reforma educativa y sus leyes secundarias,demanda,3,0.0196672749,1,284.894047619,2
[a favor] abrogar las modificaciones a los artículos tercero y 73 de la constitución y sus leyes reglamentarias (reforma educativa y laboral),demanda,3,0.00170589,22.8592389753,306.3170634921,2
[a favor] abrogración de la reforma educativa,demanda,2,0.0130895518,0.6666666667,284.4773809524,2
"[a favor] acuerdo nacional para el campo, para que el sector salga de su crítica situación y se establezcan líneas de acción para una nueva política de estado que atienda a campesinos e indígenas",demanda,1,7.32636472518624E-06,0,270.9373015873,2
[a favor] a la brevedad posible se resuelva la investigación interna y que se sancione a los responsables de supuestas investigaciones,demanda,1,2.01637939342156E-06,0,224.3079365079,2
[a favor] alcalde alberto martínez villalobos solicite al congreso del estado un exhorto para que sea derogada la enmienda constitucional,demanda,1,0.0009109963,0,282.5396825397,2
[a favor] alto a la represión y al terrorismo de estado,demanda,1,0.0065784596,0,285.3095238095,2
[a favor] alto a la represión y criminalización de la protesta social,demanda,1,0.0003381501,0,282.2932539683,2
[a favor] alto a las prácticas de corrupción y despojo que la empresa realiza en méxico para abrir nuevas sucursales,demanda,1,0.000003681,0,237.4055555556,2
[a favor] alto al terrorismo de estado,demanda,1,0.0087916972,0,322.0857142857,2
[a favor] alza salarial,demanda,1,0.0003531023,0,281.9007936508,2
[a favor] aparición con vida de familiares desaparecidos,demanda,1,2.6200820884907E-06,0,233.0277777778,2
[a favor] apertura de accesos viales en varios puntos de la carretera méxico- cuernavaca,demanda,1,0.000003218,0,219.8902958153,2
[a favor] apertura de una mesa de diálogo,demanda,2,0.0171843414,0.25,301.2714285714,2
[a favor] apertura de una mesa de diálogo con el gobierno federal,demanda,3,0.0273129194,94.0344926554,349.344047619,2
[a favor] apertura de una mesa de diálogo nacional,demanda,4,0.0346298103,2.25,302.8547619048,2
[a favor] aplicar en sus comunidades el programa de mejoramiento a la vivienda rural,demanda,1,4.24172671306214E-06,0,265.1234126984,2
[a favor] apoyo a los cinco integrantes del sutuc que están en huelga de hambre desde hace 35 días por violaciones a su contrato laboral,demanda,1,3.57302213842024E-05,0,286.4003968254,2
[a favor] apoyo a los familiares de los 43 estudiantes de la normal de ayotzinapa desaparecidos,demanda,1,0.0065119759,0,283.5607142857,2
[a favor] apoyo a los jornaleros del valle de san quintín,demanda,1,0.0001653488,0,289.2996031746,2
[a favor] apoyo a los normalistas de ayotzinapa,demanda,1,1.90148271524498E-18,0,2,4
[a favor] apoyo a maestros por lo ocurrido en nochixtlán (reforma educativa),demanda,1,0.0065119759,0,283.5607142857,2
[a favor] apoyo para el campo,demanda,1,2.01322000680329E-18,0,3.5,16
[a favor] apoyo para vivienda y madres solteras,demanda,1,8.6686340040563E-06,0,270.7444444444,2
[a favor] apoyos para proyectos productivos y sociales,demanda,1,2.87716587866063E-18,0,2,14
"[a favor] aprehensiones del alcalde con licencia de iguala, josé luis abarca velázquez, y del secretario de seguridad pública municipal, felipe flores velázquez",demanda,1,0.0003824443,0,314.5916666667,2
[a favor] aprobación de la ley de consulta previa libre e informada,demanda,1,0.0002686838,0,326.3035714286,2
[a favor] aprobación de una ley de aguas que no sea afín al empresariado (campesinos),demanda,1,1.55148403715859E-05,0,278.7476190476,2
"[a favor] asignación de espacios para psicólogos, trabajadores sociales y maestros de apoyo",demanda,1,0.0085634795,0,300.6047619048,2
"[a favor] asignación de recursos para el plan para la transformación educativa de oaxaca (esquema alternativo a la alianza de la calidad de la educación, ace /reforma educativa)",demanda,1,0.0003540449,0,292.3003968254,2
[a favor] atención médica,demanda,1,3.32216958502826E-06,0,210.9828643579,2
"[a favor] audiencia resolutiva con el secretario jorge carlos ramírez marín, a fin de definir los mecanismos con los que se atenderá el compromiso hecho con las organizaciones campesinas",demanda,1,1.03125374897033E-05,0,275.644047619,2
"[a favor] aumentar de 8 mil a 16 mil millones de pesos el presupuesto para apoyar la comercialización de los productos y erradicar los altos niveles de concentración, dominancia y control oligopólico que mantienen unas cuantas empresas en el acopio, comercialización, distribución y venta al menudeo de los alimentos básicos y estratégicos",demanda,1,1.35936356981129E-05,0,277.8535714286,2
[a favor] aumente inmediatamente la matrícula del ipn y que se les garantice un lugar en esa casa de estudios,demanda,1,2.45013856848089E-06,0,217.9466450216,2
"[a favor] aumentos de precios al maíz, ya que el precio internacional es tan bajo que no cubre siquiera los costos",demanda,1,4.24172671306182E-06,0,265.1234126984,2
[a favor] autoridades den con el paradero de los 43 estudiantes de ayotzinapa que permanecen desaparecidos y se castigue a los responsables de este delito,demanda,1,1.27073807278114E-06,0,224.1329365079,2
[a favor] autoridades detengan intenciones de monsanto para sembrar maíz transgénico en un millón de hectáreas de estados del norte de la república,demanda,1,2.42901248306616E-18,0,2,20
[a favor] bajar los precios de las tarifas de energía eléctrica,demanda,1,9.52811207847958E-05,0,277.9238095238,2
[a favor] bajen los costos de insumos para la siembra,demanda,1,7.15865904924156E-07,0,236.3218253968,2
[a favor] boicot a las elecciones,demanda,3,0.0012828854,51.5443699144,322.0452380952,2
"[a favor] búsqueda de sus familiares y se les localice con vida, ya que muchos de ellos fueron reportados como desaparecidos desde hace varios años",demanda,1,0.0001709846,0,307.7773809524,2
[a favor] cambio del rumbo económico del país,demanda,1,0.0031212293,0,347.4607142857,2
[a favor] cancelación de la evaluación punitiva (reforma educativa),demanda,1,0.0065119759,0,283.5607142857,2
"[a favor] cancelación de megaproyectos energéticos pactados con empresas trasnacionales, porque destruirán los recursos naturales",demanda,1,0.000036826,0,293.8178571429,2
[a favor] cancelación de órdenes de aprehensión contra varios dirigentes,demanda,1,9.10993181883212E-06,0,272.7444444444,2
[a favor] cancelar la orden de expulsar a más de una docena de sus compañeros y que sean retiradas las demandas en su contra,demanda,1,1.41147740639437E-06,0,219.7412698413,2
[a favor] cancelar la reforma educativa en todo el país y no en unos cuántos estados,demanda,1,0.003895626,0,317.173015873,2
"[a favor] cancelar los megaproyectos eólicos, mineros e hidroeléctricos impuestos a los pueblos",demanda,1,0.0003381501,0,282.2932539683,2
"[a favor] cárcel para los autores de la represión en el sexenio 2004-2010, que encabezó ulises ruiz ortiz",demanda,1,0.0003540449,0,292.3003968254,2
"[a favor] castigar al alcalde de iguala con licencia, josé luis abarca velázquez",demanda,1,0.0003824443,0,314.5916666667,2
[a favor] castigo a los asesinos de 27 activistas muertos durante el conflicto político-social ocurrido en oaxaca 2006,demanda,1,0.0003380586,0,284.9277777778,2
[a favor] castigo a los culpables,demanda,1,0.000219447,0,282.9388888889,2
[a favor] castigo a los policías antimotines que agredieron a los estudiantes,demanda,1,0.0003812877,0,315.1416666667,2
"[a favor] castigo a los policías federales que asesinaron a antonio vivar díaz, dirigente del movimiento popular de guerrero y egresado de la universidad pedagógica nacional, ocurrido el pasado 7 de junio",demanda,1,0.0023161777,0,309.6821428571,2
[a favor] castigo a los represores de los normalistas de guerrero y de los jóvenes de tlatlaya,demanda,1,0.0003190864,0,328.069047619,2
[a favor] castigo a los responsables de la desaparición de los 43 normalistas,demanda,1,0.0006821198,0,321.0452380952,2
"[a favor] castigo a los responsables de la muerte de los dirigentes sociales arturo hernández cardona, rocío mesino y luis olivares",demanda,1,0.0001631249,0,300.6702380952,2
"[a favor] castigo a los responsables de la muerte del profesor claudio castillo peña, de 65 años de edad, ocurrida el 24 de febrero tras un desalojo nocturno realizado por policías federales",demanda,1,0.0004615373,0,315.2916666667,2
[a favor] castigo a los responsables de la muerte del profesor jubilado claudio castillo peña,demanda,1,0.0004257762,0,315.075,2
[a favor] castigo a los responsables de la muerte de tres estudiantes y tres civiles en iguala,demanda,1,0.0003729354,0,314.5583333333,2
[a favor] castigo a los responsables de la muerte de un adolescente durante la represión policiaca,demanda,1,7.14393840147786E-05,0,268.7904761905,2
"[a favor] castigo a los responsables de la represión del pasado 19 de junio en nochixtlán, oaxaca",demanda,1,0.0021711373,0,297.1682539683,2
[a favor] castigo a los responsables de la represión ocurrida en acapulco el 24 de febrero,demanda,2,0.0011796116,36.13147861,335.3785714286,2
"[a favor] castigo a los responsables de los hechos represivos ocurridos en iguala, guerrero, contra los normalistas de ayotzinapa",demanda,2,0.0068841046,62.5301071337,309.0992063492,2
[a favor] castigo a los responsables materiales e intelectuales de la desaparición de los 43 estudiantes normalistas de ayotzinapa,demanda,1,0.0002185249,0,283.2388888889,2
"[a favor] castigo a los responsables materiales e intelectuales del asesinato de tres estudiantes de la normal de ayotzinapa, un futbolista, un chofer de autobús y una mujer que viajaba en un taxi",demanda,1,0.0003824443,0,314.5916666667,2
[a favor] castigo al responsable de la muerte de antonio vivar díaz,demanda,1,0.001173505,0,309.1277777778,2
"[a favor] castigo a responsables del asesinato de nicolás lópez hernández, cometido el 29 de abril en la comunidad de kotolté, municipio de tenejapa",demanda,1,3.22381389462312E-18,0,3.5,16
"[a favor] castigo para elba esther gordillo, a quien señalan como autora intelectual del homicidio de misael núñez acosta, asesinado en 1981 en la comunidad de tulpetlac",demanda,1,7.72698805022085E-05,0,265.8555555556,2
[a favor] castigo para los autores materiales e intelectuales de los ataques contra los normalistas,demanda,1,0.0001905065,0,311.8023809524,2
"[a favor] castigue a toda su cúpula, caiga quien caiga, porque en 24 años de cacicazgo sindical recibió más de 40 mil millones de pesos de recursos devengados por los maestros",demanda,1,0.0011043282,0,317.6992063492,2
[a favor] centros universitarios interculturales,demanda,5,0.0009252218,1.1111111111,304.0869047619,2
[a favor] certeza laboral a los más de 12 mil trabajadores del suspeg,demanda,1,0.0004243545,0,314.825,2
[a favor] cese a la represión en michoacán (por el desalojo y detención de 172 normalistas); contra la criminalización de los estudiantes,demanda,1,0.000039097,0,286.3277777778,2
[a favor] cese al hostigamiento del sindicato nacional de mineros y su dirigente,demanda,1,4.54097684753008E-05,0,280.3345238095,2
[a favor] cese a los recortes presupuestarios al campo,demanda,1,9.10993181883262E-06,0,272.7444444444,2
[a favor] cese de bombardeos contra la franja de gaza,demanda,1,1.13791763865799E-07,0,208.0547619048,2
[a favor] cese de la represión,demanda,2,0.0009599119,1955.1527579792,314.8857142857,2
"[a favor] cese de la represión administrativa, física, sicológica y penal en contra de cualquier militante de la cnte, particularmente de los compañeros de guerrero",demanda,1,0.0024650862,0,307.9642857143,2
"[a favor] cese de la represión y la criminalización de la protesta por los presos políticos y desaparecidos en oaxaca, que no cesará hasta que haya justicia",demanda,1,0.0003540449,0,292.3003968254,2
[a favor] cese de los despidos injustificados,demanda,1,0.0009202869,0,287.1448412698,2
"[a favor] cese inmediato de cualquier acto de represión, en particular contra los maestros de guerrero",demanda,1,0.0011043282,0,317.6992063492,2
[a favor] cese la represión a las mujeres indígenas,demanda,1,3.25279834083712E-18,0,3,7
[a favor] cese la represión que el gobierno federal ejerce contra la cnte,demanda,1,5.98596410905955E-05,0,247.2234126984,2
"[a favor] cesen los despidos de maestros a través de la ""evaluación punitiva""",demanda,1,0.0020822712,0,302.1047619048,2
[a favor] cese todo acto de represión contra todos los movimientos sociales,demanda,1,0.0003190864,0,328.069047619,2
[a favor] conformación de un banco de datos forense nacional y regional de desaparecidos y restos sin identificar,demanda,1,2.85051491284727E-18,0,8.3333333333,6
[a favor] conformar un frente contra las reformas estructurales y el modelo económico que está empobreciendo más a los mexicanos,demanda,1,0.0001604884,0,303.9845238095,2
[a favor] congreso local que se retracte de lo que aprobó y avale el proyecto que elaboró la ceteg con el gobernador ángel aguirre,demanda,1,0.0003015984,0,283.6638888889,2
[a favor] conmemorar el día del trabajo,demanda,1,0.0011695864,0,308.8777777778,2
[a favor] conmemorar la masacre estudiantil cometida hace 47 años en tlatelolco,demanda,1,0.0003888862,0,314.3083333333,2
[a favor] consorcio excellon resources reconozca su libertad para adherirse al sindicato nacional de mineros,demanda,1,1.2069660998322E-05,0,254.1134920635,2
[a favor] constituir un poder popular surgido de consejos municipales,demanda,1,0.0003911569,0,289.0305555556,2
[a favor] consulta a pueblos indígenas sobre cualquier proyecto en su territorio,demanda,1,0.0002404768,0,317.0984126984,2
[a favor] consulta popular en materia energética,demanda,1,0.0004829884,0,311.7706349206,2
[a favor] consulta sobre la instalación de parques eólicos en el municipio de juchitán,demanda,1,3.32216958503011E-06,0,210.9828643579,2
[a favor] contrataciones de maestros,demanda,1,0.0003531023,0,281.9007936508,2
[a favor] coordinación efectiva entre órganos de investigación para garantizar una efectiva indagatoria de acuerdo con criterios de la corte interamericana de derechos humanos,demanda,1,1.90377792714048E-18,0,8.3333333333,6
"[a favor] creación de diversas empresas públicas de fertilizantes, semillas y apoyo a la comercialización",demanda,1,9.10993181883213E-06,0,272.7444444444,2
[a favor] creación de fiscalías especiales,demanda,1,2.05275168554075E-18,0,8.0833333333,6
[a favor] creación de la unidad especializada de investigación,demanda,1,0.0002185249,0,283.2388888889,2
[a favor] creación de mecanismos nacionales y regionales para la búsqueda inmediata de todos los desaparecidos,demanda,1,1.82263287018022E-18,0,8.3333333333,6
"[a favor] creación de plazas administrativas, docentes y directivas",demanda,1,4.82307636967746E-05,0,221.8240981241,2
"[a favor] creación de una entidad comercializadora de granos y productos agrícolas en la que participe el estado, a fin de evitar el coyotaje",demanda,1,1.13304690872941E-05,0,279.2904761905,2
[a favor] creación de una institución autónoma e independiente que garantice que las dependencias activen los mecanismos de búsqueda,demanda,1,0.000171338,0,304.8869047619,2
[a favor] creación de un organismo público que regule y ordene el mercado agroalimentario en el país,demanda,1,1.35936356981121E-05,0,277.8535714286,2
"[a favor] crear una fiscalía especial para que investigue 15 asesinatos de luchadores sociales, de los que culparon al gobierno de ángel aguirre rivero",demanda,1,0.0002664536,0,284.976984127,2
[a favor] cumpla pliego petitorio,demanda,1,0.0074168882,0,305.7662698413,2
"[a favor] cumplir acuerdos de proyectos de uso eficiente del agua, agricultura protegida, infraestructura para la comercialización, apoyos para las cosechas de granos, como maíz y frijol",demanda,1,1.91326288671744E-05,0,283.9726190476,2
[a favor] cumplir acuerdos referentes a la solución de múltiples conflictos agrarios,demanda,1,1.10650566106936E-05,0,279.0404761905,2
"[a favor] cumplir con la obligación de efectuar una consulta previa, libre e informada a los indígenas dueños de la tierra",demanda,1,4.87771532233731E-06,0,221.1412698413,2
[a favor] cumplir la totalidad de los compromisos que han sido convenidos con las autoridades educativas en los últimos años,demanda,1,0.0003531023,0,281.9007936508,2
"[a favor] dar a conocer cómo se han empleado los recursos aprobados desde 2014 para la construcción de bebederos en prescolares, primarias y secundarias públicas, a fin de garantizar el derecho de los niños a acceder a una fuente de agua potable",demanda,1,1.11552067002245E-08,0,197.0712842713,2
[a favor] dar cobertura a la mesa de negociaciones con el gobierno federal,demanda,1,0.0085921707,0,300.8547619048,2
[a favor] decisión de la junta federal de conciliación y arbitraje (jfca) de impedir la huelga,demanda,1,4.92107221661175E-05,0,273.2035714286,2
[a favor] declarar alerta de género en la entidad,demanda,1,5.69632632219641E-07,0,220.6119047619,2
"[a favor] declarar emergencia en salud al df por los altos índices de sobrepeso, obesidad, diabetes y muerte por éstas",demanda,1,2.08886697009129E-06,0,256.2694444444,2
[a favor] defensa del agua,demanda,1,9.52811207847946E-05,0,277.9238095238,2
[a favor] defensa de la seguridad social en el país,demanda,1,5.45224193282485E-05,0,274.0869047619,2
[a favor] defensa de la soberanía nacional y recursos energéticos,demanda,1,0.000009655,0,256.4753968254,2
[a favor] defensa de los recursos naturales de las comunidades,demanda,3,3.98704661606611E-05,0.625,282.8305555556,2
[a favor] de la estabilidad laboral,demanda,1,0.0054496195,0,341.4575396825,2
