Id,C1x2FechaEvento,C4x1Posicion,C4x2DemText,DemandaFormateada,C4x3ClasificacionLAOMS,C4x3x1SubclasificacionLAOMS,Clasificación en tesis,Ayotzinapa,Reforma educativa
C-245,14/07/2014,A favor,"exigen participar en proyecto de Conagua, quien  los excluyó de los trabajos de limpieza y dragado de los ríos que confluyen en el lago Nabor Carrillo y eligió a la empresa Tradeco.","[a favor] exigen participar en proyecto de conagua, quien los excluyó de los trabajos de limpieza y dragado de los ríos que confluyen en el lago nabor carrillo y eligió a la empresa tradeco",3. Demandas a la administración pública,"4. Licencias, placas, uso del suelo, permisos, concesiones",Permisos,0,0
C-246,23/07/2014,En contra,que el congreso de la unión no apruebe el uso de la técnica de fractura hidráulica (fracking) porque contaminará el agua y dejará infértil el campo,[en contra] que el congreso de la unión no apruebe el uso de la técnica de fractura hidráulica (fracking) porque contaminará el agua y dejará infértil el campo,"8. Defensa del espacio, los recursos y la cultura","1. Del medio ambiente, recursos naturales, biológicos y biodiversidad",Medio ambiente,0,0
C-246,23/07/2014,En contra,"despojo de tierras que aprobó el Senado, con la reforma energética, para que empresas extranjeras puedan explotar el petróleo y la electricidad.","[en contra] despojo de tierras que aprobó el senado, con la reforma energética, para que empresas extranjeras puedan explotar el petróleo y la electricidad",7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,0
C-247,23/07/2014,En contra,que el congreso de la unión no apruebe el uso de la técnica de fractura hidráulica (fracking) porque contaminará el agua y dejará infértil el campo,[en contra] que el congreso de la unión no apruebe el uso de la técnica de fractura hidráulica (fracking) porque contaminará el agua y dejará infértil el campo,"8. Defensa del espacio, los recursos y la cultura","1. Del medio ambiente, recursos naturales, biológicos y biodiversidad",Medio ambiente,0,0
C-247,23/07/2014,En contra,"despojo de tierras que aprobó el Senado, con la reforma energética, para que empresas extranjeras puedan explotar el petróleo y la electricidad.","[en contra] despojo de tierras que aprobó el senado, con la reforma energética, para que empresas extranjeras puedan explotar el petróleo y la electricidad",7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,0
C-248,25/07/2014,A favor,reconocimiento por la Casa Blanca de la independencia plena de Puerto Rico y que éste deje de ser un estado asociado de la Unión Americana.,[a favor] reconocimiento por la casa blanca de la independencia plena de puerto rico y que éste deje de ser un estado asociado de la unión americana,9. Solidaridad de nacionales con extranjeros,,Solidaridad con extranjeros,0,0
C-249,25/07/2014,En contra,"Ley de Telecomunicaciones, que se propone aniquilar los medios comunitarios, pues las emisoras que no tengan permiso para ser radio comunitaria serán desmanteladas, y a las que se los otorguen solamente tendrán 20 vatios de potencia","[en contra] ley de telecomunicaciones, que se propone aniquilar los medios comunitarios, pues las emisoras que no tengan permiso para ser radio comunitaria serán desmanteladas, y a las que se los otorguen solamente tendrán 20 vatios de potencia",7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,0
C-250,29/07/2014,A favor,detener la agresión militar israelí contra la población civil de Gaza.,[a favor] detener la agresión militar israelí contra la población civil de gaza,9. Solidaridad de nacionales con extranjeros,,Solidaridad con extranjeros,0,0
C-250,29/07/2014,A favor,"que el gobierno de México rompa relaciones diplomáticas y comerciales con Israel, incluyendo la suspensión de suministro de petróleo mexicano","[a favor] que el gobierno de méxico rompa relaciones diplomáticas y comerciales con israel, incluyendo la suspensión de suministro de petróleo mexicano",9. Solidaridad de nacionales con extranjeros,,Solidaridad con extranjeros,0,0
C-251,10/08/2014,En contra,"política del gobierno estatal, que encabeza el panista Rafael Moreno Valle Rosas.","[en contra] política del gobierno estatal, que encabeza el panista rafael moreno valle rosas",10. Transparencia y negociación,4. Rendición de cuentas exigitiva de derechos,Rendición de cuentas (derechos),0,0
C-252,12/08/2014,En contra,"falta de atencion a proyectos productivos a pequeños agricultores, ya que existe inequidad en la distribución de los casi 86 mil millones de pesos” que maneja la dependencia, que “en su mayoría van a parar a productores de altos ingresos y a las empresas monopólicas del sector agroalimentario","[en contra] falta de atención a proyectos productivos a pequeños agricultores, ya que existe inequidad en la distribución de los casi 86 mil millones de pesos que maneja la dependencia, que en su mayoría van a parar a productores de altos ingresos y a las empresas monopólicas del sector agroalimentario",2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),6. Rurales,Recursos (rurales),0,0
C-252,12/08/2014,En contra,"Promulgación de las leyes secundarias de la reforma energética, las cuales no sólo entregan la riqueza nacional a las empresas trasnacionales, sino que abren el camino para el despojo de la tierra en manos de ejidos y comunidades mediante la figura de ocupación temporal e introducen el fracking, procedimiento que contamina el agua y afecta el medio ambiente","[en contra] promulgación de las leyes secundarias de la reforma energética, las cuales no sólo entregan la riqueza nacional a las empresas trasnacionales, sino que abren el camino para el despojo de la tierra en manos de ejidos y comunidades mediante la figura de ocupación temporal e introducen el fracking, procedimiento que contamina el agua y afecta el medio ambiente",7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,0
C-253,12/08/2014,A favor,instalación de una mesa de trabajo,[a favor] instalación de una mesa de trabajo,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-253,12/08/2014,En contra,"falta de atención a proyectos productivos a pequeños agricultores, ya que existe inequidad en la distribución de los casi 86 mil millones de pesos que maneja la dependencia, que en su mayoría van a parar a productores de altos ingresos y a las empresas monopólicas del sector agroalimentario","[en contra] falta de atención a proyectos productivos a pequeños agricultores, ya que existe inequidad en la distribución de los casi 86 mil millones de pesos que maneja la dependencia, que en su mayoría van a parar a productores de altos ingresos y a las empresas monopólicas del sector agroalimentario",2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),6. Rurales,Recursos (rurales),0,0
C-253,12/08/2014,En contra,"Promulgación de las leyes secundarias de la reforma energética, las cuales no sólo entregan la riqueza nacional a las empresas trasnacionales, sino que abren el camino para el despojo de la tierra en manos de ejidos y comunidades mediante la figura de ocupación temporal e introducen el fracking, procedimiento que contamina el agua y afecta el medio ambiente","[en contra] promulgación de las leyes secundarias de la reforma energética, las cuales no sólo entregan la riqueza nacional a las empresas trasnacionales, sino que abren el camino para el despojo de la tierra en manos de ejidos y comunidades mediante la figura de ocupación temporal e introducen el fracking, procedimiento que contamina el agua y afecta el medio ambiente",7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,0
C-254,17/08/2014,A favor,cese de bombardeos contra la franja de Gaza,[a favor] cese de bombardeos contra la franja de gaza,9. Solidaridad de nacionales con extranjeros,,Solidaridad con extranjeros,0,0
C-254,17/08/2014,A favor,gobierno mexicano condene con mayor firmeza y actúe de manera inmediata para detener la política israelí de agresión militar y limpieza étnica.,[a favor] gobierno mexicano condene con mayor firmeza y actúe de manera inmediata para detener la política israelí de agresión militar y limpieza étnica,9. Solidaridad de nacionales con extranjeros,,Solidaridad con extranjeros,0,0
C-255,18/08/2014,A favor,gobierno del estado pague 260 millones de pesos que adeuda a maestros interinos del Sistema Educativo Estatal,[a favor] gobierno del estado pague 260 millones de pesos que adeuda a maestros interinos del sistema educativo estatal,5. Laborales,7. Prestaciones,Prestaciones,0,0
C-256,30/08/2014,A favor,Ubicar el paradero de los afectados por desaparición forzada,[a favor] ubicar el paradero de los afectados por desaparición forzada,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,0,0
C-256,30/08/2014,A favor,Sancionar a los responsables de desaparición forzada de lesa humanidad.,[a favor] sancionar a los responsables de desaparición forzada de lesa humanidad,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,0,0
C-256,30/08/2014,A favor,que las autoridades cumplan con su deber de investigar todos los casos de desaparición forzada que existen en el país,[a favor] que las autoridades cumplan con su deber de investigar todos los casos de desaparición forzada que existen en el país,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,0,0
C-257,01/09/2014,En contra,"reformas estructurales impulsadas por el gobierno federal, en el contexto del segundo Informe de gobierno del presidente Enrique Peña Nieto.","[en contra] reformas estructurales impulsadas por el gobierno federal, en el contexto del segundo informe de gobierno del presidente enrique peña nieto",7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,0
C-258,10/09/2014,A favor,que subsecretario de Gobierno de la Secretaría de Gobernación (SG) que intervenga ante la cerrazón de la Secretaría de Economía para instalar una mesa de diálogo y negociación en torno a sus demandas,[a favor] que subsecretario de gobierno de la secretaría de gobernación (sg) que intervenga ante la cerrazón de la secretaría de economía para instalar una mesa de diálogo y negociación en torno a sus demandas,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-258,10/09/2014,A favor,Entrega de recursos para los 800 proyectos productivos que presentaron,[a favor] entrega de recursos para los 800 proyectos productivos que presentaron,2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),6. Rurales,Recursos (rurales),0,0
C-258,10/09/2014,A favor,Impulso de un sistema de compras públicas que beneficie al campesino.,[a favor] impulso de un sistema de compras públicas que beneficie al campesino,2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),6. Rurales,Recursos (rurales),0,0
C-258,10/09/2014,A favor,Orden en el mercado interno para evitar la especulación con los alimentos,[a favor] orden en el mercado interno para evitar la especulación con los alimentos,3. Demandas a la administración pública,"2. De regulación del mercado del lado de la oferta (locatarios, taxistas…)",Regulación del mercado,0,0
C-259,18/09/2014,A favor,que el gobernador Rafael Moreno Valle Rosas deje el cargo y sea sometido a juicio político ,[a favor] que el gobernador rafael moreno valle rosas deje el cargo y sea sometido a juicio político,10. Transparencia y negociación,"5. Reinstalación, remoción o renuncia de funcionarios electos o designados. Desaparición de poderes en las entidades federativas.",Contra funcionarios electos,0,0
C-259,18/09/2014,A favor,reinstalación de maestros despedidos por el gobierno estatal debido a que se negaron a hacer la prueba Enlace,[a favor] reinstalación de maestros despedidos por el gobierno estatal debido a que se negaron a hacer la prueba enlace,5. Laborales,4. Despidos,Despidos,0,0
C-259,18/09/2014,A favor,Castigo a los responsables de la muerte de un adolescente durante la represión policiaca,[a favor] castigo a los responsables de la muerte de un adolescente durante la represión policiaca,4. Justicia,2. Delitos específicos – 3. Homicidios,Homicidios,0,0
C-259,18/09/2014,En contra,cerco informativo de los medios oficiales contra las movilizaciones,[en contra] cerco informativo de los medios oficiales contra las movilizaciones,6. Protección de derechos de grupos vulnerables,3. Derecho a la información verídica,Infomación verídica,0,0
C-259,18/09/2014,En contra,"apoyo de la administración estatal a la instalación del gasoducto Morelos en las faldas del volcán Popocatépetl, el intento de expropiación de terrenos para construir un parque temático en San Andrés y San Pedro Cholula, así como la remodelación del Parque Ecológico de la capital, que pone en riesgo un aviario con ejemplares de 200 especies.","[en contra] apoyo de la administración estatal a la instalación del gasoducto morelos en las faldas del volcán popocatépetl, el intento de expropiación de terrenos para construir un parque temático en san andrés y san pedro cholula, así como la remodelación del parque ecológico de la capital, que pone en riesgo un aviario con ejemplares de 200 especies","8. Defensa del espacio, los recursos y la cultura","1. Del medio ambiente, recursos naturales, biológicos y biodiversidad",Medio ambiente,0,0
C-259,18/09/2014,A favor,"derogación de la llamada ley bala, por propiciar represión contras las comunidades","[a favor] derogación de la llamada ley bala, por propiciar represión contras las comunidades",7. Reformas a leyes y políticas gubernamentales,3. No constitucionales,Reformas (no const.),0,0
C-259,18/09/2014,En contra,"cinco proyectos impulsados por el gobierno estatal sin aval de los ciudadanos, entre los que destaca la privatización del servicio de agua potable y el cierre de las oficinas de registro civil en las juntas auxiliares.","[en contra] cinco proyectos impulsados por el gobierno estatal sin aval de los ciudadanos, entre los que destaca la privatización del servicio de agua potable y el cierre de las oficinas de registro civil en las juntas auxiliares",7. Reformas a leyes y políticas gubernamentales,3. No constitucionales,Reformas (no const.),0,0
C-260,29/09/2014,A favor,"se aplique juicio político al gobernador Ángel Aguirre Rivero y al presidente municipal de Iguala, José Luis Abarca Velázquez por su responsabilidad en las muertes de tres estudiantes de la Normal de Ayotzinapa ocurridas el viernes pasado, y de la desaparición de al menos 55 alumnos.","[a favor] se aplique juicio político al gobernador ángel aguirre rivero y al presidente municipal de iguala, josé luis abarca velázquez por su responsabilidad en las muertes de tres estudiantes de la normal de ayotzinapa ocurridas el viernes pasado, y de la desaparición de al menos 55 alumnos",10. Transparencia y negociación,"5. Reinstalación, remoción o renuncia de funcionarios electos o designados. Desaparición de poderes en las entidades federativas.",Contra funcionarios electos,1,0
C-261,02/10/2014,A favor,inmediata liberación a los jóvenes detenidos durante la marcha del 2 de octubre de 2013,[a favor] inmediata liberación a los jóvenes detenidos durante la marcha del 2 de octubre de 2013,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-261,02/10/2014,A favor,presentación con vida de los 43 estudiantes de la normal rural de Ayotzinapa que permanecen desaparecidos,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-261,02/10/2014,A favor,respeto total a los derechos de los pueblos indígenas,[a favor] respeto total a los derechos de los pueblos indígenas,6. Protección de derechos de grupos vulnerables,4. Indígenas,Indígenas,0,0
C-261,02/10/2014,A favor,libertad a todos los presos políticos,[a favor] liberación de los presos políticos,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-261,02/10/2014,A favor,castigo a los represores de los normalistas de Guerrero y de los jóvenes de Tlatlaya,[a favor] castigo a los represores de los normalistas de guerrero y de los jóvenes de tlatlaya,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,0,0
C-261,02/10/2014,A favor,solución a las demandas de los estudiantes del IPN,[a favor] solución a las demandas de los estudiantes del ipn,7. Reformas a leyes y políticas gubernamentales,3. No constitucionales,Reformas (no const.),0,0
C-261,02/10/2014,A favor,cese todo acto de represión contra todos los movimientos sociales,[a favor] cese todo acto de represión contra todos los movimientos sociales,1. Abusos de autoridades en protestas,3. Represión,Represión de protestas,0,0
C-262,02/10/2014,A favor,Salida del gobernador Ángel Aguirre Rivero,[a favor] salida del gobernador ángel aguirre rivero,10. Transparencia y negociación,"5. Reinstalación, remoción o renuncia de funcionarios electos o designados. Desaparición de poderes en las entidades federativas.",Contra funcionarios electos,0,0
C-262,02/10/2014,A favor,presentación con vida de los 43 estudiantes desaparecidos a manos de policías municipales de Iguala,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,0,0
C-262,02/10/2014,A favor,"castigo a los responsables materiales e intelectuales del asesinato de tres estudiantes de la Normal de Ayotzinapa, un futbolista, un chofer de autobús y una mujer que viajaba en un taxi","[a favor] castigo a los responsables materiales e intelectuales del asesinato de tres estudiantes de la normal de ayotzinapa, un futbolista, un chofer de autobús y una mujer que viajaba en un taxi",4. Justicia,2. Delitos específicos – 3. Homicidios,Homicidios,1,0
C-262,02/10/2014,A favor,"Aprehensiones del alcalde con licencia de Iguala, José Luis Abarca Velázquez, y del secretario de seguridad pública municipal, Felipe Flores Velázquez.","[a favor] aprehensiones del alcalde con licencia de iguala, josé luis abarca velázquez, y del secretario de seguridad pública municipal, felipe flores velázquez",4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,0,0
C-263,02/10/2014,A favor,"castigo a los responsables de los hechos represivos ocurridos en iguala, Guerrero, contra los normalistas de Ayotzinapa","[a favor] castigo a los responsables de los hechos represivos ocurridos en iguala, guerrero, contra los normalistas de ayotzinapa",4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,1,0
C-263,02/10/2014,En contra,reformas estructurales,[en contra] reformas estructurales,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,0
C-263,02/10/2014,En contra,reformas del politécnico,[en contra] reformas del politécnico,7. Reformas a leyes y políticas gubernamentales,3. No constitucionales,Reformas (no const.),0,0
C-264,02/10/2014,A favor,"castigo a los responsables de los hechos represivos ocurridos en Iguala, Guerrero, contra normalistas de Ayotzinapa","[a favor] castigo a los responsables de los hechos represivos ocurridos en iguala, guerrero, contra los normalistas de ayotzinapa",4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,1,0
C-265,05/10/2014,A favor,Las empresas eólicas contraten mano de obra de Juchitán.,[a favor] las empresas eólicas contraten mano de obra de juchitán,5. Laborales,3. Demandas de empleo y de nuevas fuentes de empleo,Fuentes de empleo,0,0
C-265,05/10/2014,A favor,atención médica,[a favor] atención médica,5. Laborales,7. Prestaciones,Prestaciones,0,0
C-265,05/10/2014,A favor,Consulta sobre la instalación de parques eólicos en el municipio de Juchitán,[a favor] consulta sobre la instalación de parques eólicos en el municipio de juchitán,10. Transparencia y negociación,4. Rendición de cuentas exigitiva de derechos,Rendición de cuentas (derechos),0,0
C-265,05/10/2014,A favor,mejores salarios,[a favor] mejoras salariales,5. Laborales,9. Salarios,Salarios,0,0
C-266,07/10/2014,A favor,"reunión con el titular de la Secretaría de Desarrollo Agrario, Territorial y Urbano (Sedatu), Jorge Carlos Ramírez, ante los problemas agrarios que enfrentan","[a favor] reunión con el titular de la secretaría de desarrollo agrario, territorial y urbano (sedatu), jorge carlos ramírez, ante los problemas agrarios que enfrentan",10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-266,07/10/2014,A favor,Liberación de 30 integrantes del Frente Indígena Campesino (Ficam),[a favor] liberación de 30 integrantes del frente indígena campesino (ficam),4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-266,07/10/2014,A favor,"Cumplir acuerdos de proyectos de uso eficiente del agua, agricultura protegida, infraestructura para la comercialización, apoyos para las cosechas de granos, como maíz y frijol.","[a favor] cumplir acuerdos de proyectos de uso eficiente del agua, agricultura protegida, infraestructura para la comercialización, apoyos para las cosechas de granos, como maíz y frijol",2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),6. Rurales,Recursos (rurales),0,0
C-267,07/10/2014,A favor,Encuentro con la Secretaría de Desarrollo Social,[a favor] encuentro con la secretaría de desarrollo social,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-267,07/10/2014,En contra,en la Cruzada Nacional contra el Hambre no se han atendido demandas de los campesinos.,[en contra] en la cruzada nacional contra el hambre no se han atendido demandas de los campesinos,2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),6. Rurales,Recursos (rurales),0,0
C-268,08/10/2014,A favor,"renuncie el gobernador de Guerrero, Ángel Aguirre",[a favor] salida del gobernador ángel aguirre rivero,10. Transparencia y negociación,"5. Reinstalación, remoción o renuncia de funcionarios electos o designados. Desaparición de poderes en las entidades federativas.",Contra funcionarios electos,0,0
C-268,08/10/2014,A favor,presentación con vida de los 43 estudiantes de Ayotzinapa,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-268,08/10/2014,A favor,castigo para los autores materiales e intelectuales de los ataques contra los normalistas,[a favor] castigo para los autores materiales e intelectuales de los ataques contra los normalistas,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,0,0
C-268,08/10/2014,A favor,juicio político para Aguirre y Abarca,[a favor] juicio político para aguirre y abarca,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,0,0
C-269,10/10/2014,A favor,Destitución del gobernador Angel Aguirre Rivero.,[a favor] salida del gobernador ángel aguirre rivero,10. Transparencia y negociación,"5. Reinstalación, remoción o renuncia de funcionarios electos o designados. Desaparición de poderes en las entidades federativas.",Contra funcionarios electos,0,0
C-269,10/10/2014,A favor,presentación con vida de los 43 estudiantes desaparecidos de la Normal de Ayotzinapa.,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-269,10/10/2014,A favor,castigo a los responsables de la muerte de tres estudiantes y tres civiles en Iguala.,[a favor] castigo a los responsables de la muerte de tres estudiantes y tres civiles en iguala,4. Justicia,2. Delitos específicos – 3. Homicidios,Homicidios,0,0
C-270,20/10/2014,A favor,que aparezcan con vida los desaparecidos de la Normal Rural de Ayotzinapa.,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-271,21/10/2014,A favor,Desaparición de poderes del estado,[a favor] desaparición de poderes del estado,10. Transparencia y negociación,"5. Reinstalación, remoción o renuncia de funcionarios electos o designados. Desaparición de poderes en las entidades federativas.",Contra funcionarios electos,0,0
C-271,21/10/2014,A favor,Renuncia del gobernador Ángel Aguirre Rivero,[a favor] salida del gobernador ángel aguirre rivero,10. Transparencia y negociación,"5. Reinstalación, remoción o renuncia de funcionarios electos o designados. Desaparición de poderes en las entidades federativas.",Contra funcionarios electos,0,0
C-271,21/10/2014,A favor,que se agilicen las investigaciones para que aparezcan con vida los 43 estudiantes de la Escuela Normal de Ayotzinapa,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-271,21/10/2014,A favor,"castigar al alcalde de Iguala con licencia, José Luis Abarca Velázquez","[a favor] castigar al alcalde de iguala con licencia, josé luis abarca velázquez",4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,0,0
C-272,22/10/2014,A favor,"renuncia del gobernador de Guerrero, Ángel Aguirre Rivero y desaparición de poderes en la entidad.","[a favor] renuncia del gobernador de guerrero, ángel aguirre rivero y desaparición de poderes en la entidad",10. Transparencia y negociación,"5. Reinstalación, remoción o renuncia de funcionarios electos o designados. Desaparición de poderes en las entidades federativas.",Contra funcionarios electos,0,0
C-272,22/10/2014,A favor,presentación con vida de los 43 estudiantes de la Normal Rural de Ayotzinapa.,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-272,22/10/2014,A favor,justicia para normalistas  y castigo al edil prófugo.,[a favor] justicia para normalistas y castigo al edil prófugo,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,0,0
C-273,23/10/2014,A favor,presentación con vida de los 43 estudiantes de ayotzinapa desaparecidos desde el pasado 26 de septiembre,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-274,25/10/2014,A favor,salida del presidente Enrique Peña Nieto,[a favor] renuncie el presidente enrique peña nieto,10. Transparencia y negociación,"5. Reinstalación, remoción o renuncia de funcionarios electos o designados. Desaparición de poderes en las entidades federativas.",Contra funcionarios electos,0,0
C-274,25/10/2014,A favor,autoridades den con el paradero de los 43 estudiantes de Ayotzinapa que permanecen desaparecidos y se castigue a los responsables de este delito.,[a favor] autoridades den con el paradero de los 43 estudiantes de ayotzinapa que permanecen desaparecidos y se castigue a los responsables de este delito,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-275,25/10/2014,A favor,mejoramiento de la infraestructura educativa,[a favor] mejoramiento de la infraestructura educativa,5. Laborales,2. Condiciones de trabajo,Condiciones de trabajo,0,0
C-275,25/10/2014,A favor,respeto al contrato colectivo de trabajo,[a favor] respeto al contrato colectivo de trabajo,5. Laborales,10. Violaciones a contratos colectivos de trabajo,Contratos colectivos,0,0
C-275,25/10/2014,A favor,presentación con vida de los 43 normalistas de Ayotzinapa desaparecidos y la detención y castigo a los responsables,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-275,25/10/2014,A favor,justicia y el esclarecimiento de los hechos,[a favor] justicia y el esclarecimiento de los hechos,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,0,0
C-275,25/10/2014,En contra,Reforma educativa,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-275,25/10/2014,A favor,nivelación salarial.,[a favor] nivelación salarial,5. Laborales,9. Salarios,Salarios,0,0
C-276,27/10/2014,A favor,presente con vida a los 43 normalistas de Ayotzinapa desaparecidos,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-276,27/10/2014,A favor,ex gobernador Ángel Aguirre Rivero sea sancionado,[a favor] ex gobernador ángel aguirre rivero sea sancionado,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,0,0
C-277,27/10/2014,A favor,presente con vida a los 43 normalistas de Ayotzinapa desaparecidos,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-277,27/10/2014,A favor,ex gobernador Ángel Aguirre Rivero sea sancionado,[a favor] ex gobernador ángel aguirre rivero sea sancionado,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,0,0
C-278,27/10/2014,A favor,presente con vida a los 43 normalistas de Ayotzinapa desaparecidos,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-278,27/10/2014,A favor,ex gobernador Ángel Aguirre Rivero sea sancionado,[a favor] ex gobernador ángel aguirre rivero sea sancionado,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,0,0
C-279,28/10/2014,En contra,desaparición de 43 estudiantes de ayotzinapa el 26 del mes pasado,[en contra] desaparición de 43 alumnos de la normal de ayotzinapa,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-280,30/10/2014,A favor,presenten con vida a los 43 desaparecidos de ayotzinapa,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-281,04/11/2014,A favor,presentación con vida de 43 estudiantes de Ayotzinapa,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
